18

3 3
678 649 -404
51 460 550
76 396 -99
998 148 -864
573 186 -929
672 825 -324
0 846 -369
555 108 449
130 169 801
193 510 -65
842 931 -386
302 527 17
699 429 93
847 683 443
385 819 16
210 242 -960
57 918 40
517 901 948
686 702 78
196 504 -729
479 791 465
358 757 -232
788 126 819
823 571 -982
642 14 -597
236 31 966
154 423 -625
408 464 -108
110 764 931
614 842 479
758 465 -41
867 282 317
994 50 -543
565 221 280
580 239 -726
963 995 510
386 961 -983
202 688 -575
966 932 -465
160 863 -498
977 695 612
260 654 -521
662 323 -527
884 781 391
123 413 971
118 40 -714
431 550 672
119 919 -773
52 696 193
267 584 -646
962 438 -317
968 50 -57
644 529 -394
777 355 490
542 98 965
582 69 -564
485 707 -133
404 379 -661
453 606 743
37 152 10
475 506 -675
877 541 -355
758 485 289
113 443 418
211 933 961
632 250 543
339 686 -972
71 906 785
29 245 238
181 988 627
39 350 102
581 675 979
66 673 89
861 314 -445
146 733 -882
396 694 751
435 589 -558
341 618 865
586 755 895
926 993 -924
276 972 116
304 74 -951
977 405 467
291 494 -672
376 49 -526
70 520 870
12 271 305
982 65 998
737 931 584
82 178 -138
54 254 -509
480 722 -205
885 771 124
731 238 -233
133 918 144
653 392 -434
276 615 -422
693 272 560
976 271 649
154 207 731
761 70 785
483 561 265
607 708 -498
197 832 -414
116 599 -929
860 95 76
827 662 704
100 592 -603
723 153 374
282 802 -120
704 886 -359
617 671 -875
325 289 -916
509 143 281
461 729 -251
556 152 -390
570 228 789
163 932 -111
668 682 -36
822 408 247
708 288 -49
732 930 -431
373 407 246
516 491 756
598 772 217
750 874 125
331 836 696
615 625 -789
297 867 879
705 831 -299
346 430 -238
276 734 494
683 303 219
174 549 735
298 657 -315
524 226 788
360 704 -881
338 400 -914
205 963 384
388 842 -559
171 895 787
905 657 -585
560 503 -902
109 74 624
119 810 -725
345 847 -201
49 635 -488
801 106 -150
764 193 407
958 929 147
206 722 318
215 510 223
71 277 -865
145 728 -755
307 704 -284
155 979 -939
790 131 -537
249 643 616
442 845 381
371 604 -309
93 751 897
955 422 -535
233 997 536
313 133 -319
17 730 989
349 446 -504
480 859 638
475 322 887
672 939 329
276 672 -948
379 715 -854
801 613 -547
799 78 38
284 966 -649
14 647 -631
460 988 718
319 484 550
994 475 -975
285 362 49
957 44 325
672 96 56
637 594 -142
67 48 9
33 86 293
33 438 -341
373 159 119
210 877 790
685 779 -216
399 156 -579
443 205 378
540 882 403
134 938 -608
534 148 -188
621 509 -803
411 802 230
570 813 -396
799 932 166
578 75 851
734 211 250
291 633 46
173 363 -414
463 766 72
612 159 -393
121 323 -420
276 520 -9
89 751 -439
374 707 360
801 225 290
12 76 -976
645 678 667
9 724 -160
127 662 303
638 87 -733
961 46 -259
482 626 -631
585 617 458
644 530 -816
869 242 985
297 532 998
975 908 -5
52 575 -644
714 767 836
801 422 474
847 690 -212
825 783 622
794 152 559
324 962 203
918 147 -576
450 484 -279
710 834 -952
285 182 100
52 538 167
475 726 -32
517 201 -832
300 341 -7
452 963 -212
766 522 -536
913 77 383
750 501 185
584 574 896
766 974 533
657 427 -414
383 594 413
936 914 -718
277 434 582
592 780 -614
466 568 -496
543 384 770
396 767 -480
322 953 456
297 201 223
76 734 232
22 672 -33
288 437 904
723 719 533
503 653 478
423 391 -56
807 896 840
927 666 -412
232 538 911
433 994 -440
519 569 636
192 801 -342
981 121 298
53 377 21
706 910 876
450 740 -701
698 37 459
716 877 -614
254 465 -382
248 728 -597
170 288 -78
971 276 466
444 286 448
821 585 501
84 606 559
824 835 -639
861 134 -941
90 593 -225
556 331 381
284 301 -370
925 704 152
201 979 475
488 445 -80
425 245 741
383 98 825
218 10 -350
705 371 863
650 431 -46
982 558 -490
283 940 146
340 922 423
319 74 -375
116 549 -535
714 821 -758
164 563 -375
174 388 844
546 390 -451
329 254 -801
887 560 533
179 422 169
453 568 509
527 344 -820
429 321 -352
250 786 -286
165 380 879
906 5 -947
296 849 599
902 750 280
462 302 168
884 835 699
805 4 153
501 865 32
822 45 -187
960 46 64
340 760 -419
345 639 -513
547 693 784
649 644 38
951 925 -147
787 445 -911
143 144 -754
9 649 -253
406 682 -431
804 847 -471
565 911 -131
204 845 -433
249 332 114
894 468 763
171 507 67
616 360 -794
112 801 -651
114 48 710
148 795 -531
995 365 273
259 246 -162
104 468 395
436 35 -4
905 501 242
764 616 413
476 683 381
277 889 -154
325 591 -40
121 301 108
838 122 -897
436 748 362
904 938 818
291 333 255
792 682 -488
409 924 -724
444 338 752
334 71 381
925 269 -293
578 229 180
53 689 370
801 145 806
739 859 -937
73 678 -294
107 285 -501
31 797 -740
721 425 56
793 529 -610
62 910 667
644 969 -402
685 149 651
830 871 -548
42 30 -809
72 93 -384
357 799 -277
506 650 -893
931 262 828
812 319 621
722 61 36
692 729 32
193 679 -283
65 330 -100
95 134 -58
540 677 14
691 646 -277
694 721 -771
956 828 -488
627 9 324
689 630 -602
770 18 -558
449 50 -364
131 120 53
617 20 148
646 962 -960
292 328 731
366 51 425
546 280 734
555 792 361
538 468 402
556 866 524
959 661 -675
79 297 808
99 350 -575
413 850 72
741 242 -284
792 325 -918
424 751 629
568 837 184
388 550 74
606 305 631
267 829 -58
916 507 21
618 315 472
468 93 237
62 165 330
388 233 -526
491 316 -102
328 297 818
230 833 -794
535 908 -188
717 891 -568
224 833 348
539 206 -33
632 30 -565
149 619 -150
383 949 238
51 423 729
700 673 -591
885 491 -361
793 49 -473
36 861 244
221 293 468
427 642 359
809 609 -8
428 396 -507
729 598 876
152 836 -721
825 917 -21
668 326 865
717 318 -990
931 845 47
576 89 -732
570 909 48
531 268 209
280 612 990
878 106 -281
67 334 -776
984 614 49
663 945 -930
981 162 -213
178 173 70
267 572 -353
528 192 569
148 592 -899
761 154 733
219 144 -389
553 215 -322
519 439 -985
465 489 -322
979 911 -989
504 698 -811
76 121 -192
621 768 336
565 689 484
719 790 -403
215 875 -184
431 839 -630
870 517 889
711 884 -294
622 562 -314
673 573 -810
794 114 -381
562 922 -408
603 258 157
746 95 877
621 692 92
460 509 523
330 231 746
214 472 -543
129 531 -920
54 217 -895
169 759 -101
91 730 813
702 322 -584
797 480 162
489 709 784
350 153 244
581 677 -426
54 775 -859
937 232 -378
154 664 676
265 769 -803
348 20 -359
22 833 -657
502 250 492
563 412 -667
717 548 684
746 793 -383
521 719 23
105 212 960
770 834 -534
891 863 84
912 60 -568
97 701 454
347 396 309
112 888 872
660 222 -59
805 258 687
877 875 -792
89 899 666
276 211 788
139 678 -321
551 762 943
253 546 41
1 352 -260
890 661 852
112 886 -135
370 827 22
597 515 -101
848 75 341
60 93 -383
90 881 108
204 913 -341
750 208 -736
102 249 -734
116 342 -844
2 546 -380
181 763 342
696 786 -61
124 685 140
217 26 200
451 995 -358
364 103 846
572 115 948
174 379 -950
516 997 -834
414 505 -480
178 125 702
964 819 750
1 111 226
380 251 796
375 803 247
831 445 -389
298 643 -465
29 591 709
27 993 577
532 512 992
10 32 -478
181 86 838
292 837 -161
895 415 219
698 211 947
495 810 -870
138 421 -220
81 957 809
75 18 -812
587 596 -927
971 940 -917
58 462 -736
247 300 909
14 139 804
226 711 503
36 10 -650
810 492 841
119 272 922
137 81 -3
733 622 936
673 695 260
135 130 -682
787 746 917
927 655 -69
990 460 509
0 315 -454
492 17 708
116 858 -173
197 781 964
819 130 50
866 67 723
996 327 211
743 997 -2
398 266 -723
210 549 -733
877 59 619
895 957 -537
105 665 579
886 492 129
369 808 300
788 858 -833
467 582 -485
464 145 -742
82 143 -991
631 773 571
690 40 -551
647 12 696
664 827 153
156 407 -608
965 888 -239
823 188 -451
757 707 16
902 223 -168
398 481 -734
171 842 897
563 414 940
575 215 -61
755 263 -396
162 416 -888
50 808 429
590 921 605
298 470 -638
873 838 617
706 22 -985
549 288 -462
315 186 101
530 478 -971
145 417 784
561 373 -702
722 486 -300
643 915 -710
466 520 940
304 235 -835
327 204 -128
967 571 -227
153 109 88
983 562 -30
401 943 -885
774 79 -972
612 377 102
880 429 746
400 72 212
987 364 -132
191 530 547
114 754 515
223 527 20
138 967 -996
81 937 757
161 404 -117
890 432 496
320 535 376
392 633 -872
756 197 -532
286 65 -989
40 965 126
919 480 -651
886 852 839
823 856 -79
579 965 -566
12 849 -676
899 697 996
532 425 388
729 553 145
146 373 783
111 385 -824
943 511 95
796 212 -666
4 52 -491
970 325 -911
171 759 453
868 435 352
645 432 -764
198 172 317
572 317 463
957 453 -73
820 981 -130
32 428 -334
84 762 23
761 272 -7
520 361 -484
308 814 -616
740 518 29
912 754 -421
582 71 503
387 886 812
368 813 -368
796 36 17
559 702 -547
183 725 -785
896 70 87
62 586 395
580 322 487
686 703 -248
757 635 -314
995 138 73
809 303 -207
845 287 -59
899 304 852
977 758 -965
399 973 931
338 412 -7
660 808 -75
716 647 611
351 751 -280
841 437 716
144 862 877
432 7 -926
88 949 325
846 801 -346
171 837 54
584 120 392
744 466 -596
3 472 143
723 823 -68
791 17 -853
668 513 -846
94 297 103
420 386 905
74 232 94
480 756 -786
872 340 -320
629 84 -928
101 827 427
277 322 502
294 255 294
159 402 314
457 556 409
843 12 -171
427 917 255
183 11 -264
523 225 960
959 258 589
787 330 43
611 672 716
905 966 470
220 125 379
629 934 -609
810 777 308
65 557 319
153 740 896
114 616 154
55 927 -164
98 714 945
770 176 -91
88 244 -186
566 715 -614
500 94 15
630 485 177
187 145 -405
279 816 -252
247 64 -138
175 219 -82
889 407 -632
417 705 491
662 614 579
377 780 -503
823 167 998
660 534 -20
805 712 167
973 307 -202
37 407 -954
608 270 -779
16 540 462
73 908 880
39 751 894
819 331 -377
986 828 446
521 178 458
585 158 615
244 677 588
651 476 625
273 522 234
165 95 602
74 557 27
177 789 -934
508 35 -763
689 658 224
219 456 97
378 914 34
407 529 278
883 469 281
757 95 907
204 681 -928
114 635 -502
255 14 -324
291 80 -464
301 317 -775
758 893 -203
24 342 -473
906 376 -66
375 6 170
822 288 279

1000 1000
855 547 484
490 619 950
504 118 -795
936 794 -152
606 330 -850
851 908 908
194 705 932
570 232 838
929 518 566
217 40 -612
764 320 -756
735 156 86
853 106 943
999 663 -121
330 512 -163
590 662 -311
295 570 883
879 854 805
749 693 734
790 611 303
110 999 -581
266 595 155
724 682 -640
387 625 -640
899 856 -958
561 694 632
483 735 -721
338 970 -842
31 775 259
642 862 -951
993 517 -489
589 289 -871
271 796 -147
248 156 241
104 868 -508
150 910 -946
885 542 -463
855 821 -773
983 331 -390
197 591 604
714 640 598
355 504 539
151 633 810
660 487 410
528 80 -486
791 924 -335
333 330 -450
507 868 -242
838 447 -259
781 58 -62
774 662 4
278 260 712
911 799 863
398 961 -125
830 371 -244
755 238 547
85 255 232
305 157 739
753 915 930
811 8 -289
473 298 -515
86 303 763
237 367 -325
551 230 -575
274 458 -392
512 214 363
767 113 448
277 345 -894
192 437 -141
201 719 22
499 430 847
154 268 -67
521 383 -477
104 410 -926
914 188 700
480 796 565
593 159 -316
290 959 961
79 65 -846
798 924 -293
581 946 -442
201 794 65
936 79 938
347 954 394
535 380 -692
331 81 -860
842 646 733
801 330 376
867 292 -193
143 798 958
442 505 891
588 415 92
19 480 -972
974 771 727
354 165 -386
787 826 297
433 966 139
116 52 -707
760 428 -488
558 587 7
415 545 -551
182 436 389
663 880 -591
434 261 -265
951 340 -911
777 955 229
744 604 -338
796 96 -870
576 389 -110
163 253 800
61 260 567
849 62 -250
82 803 -235
343 564 551
35 299 -498
342 741 -720
947 970 376
43 984 172
784 115 748
389 357 -737
1 510 -324
415 77 -474
219 179 608
783 944 -697
83 847 -662
176 350 -319
146 982 -20
130 358 -977
245 882 159
955 982 -452
465 245 549
542 922 -35
74 800 -464
370 408 -681
218 63 754
568 401 -70
902 434 76
612 414 559
494 789 -844
476 300 -889
721 848 928
995 750 -177
795 67 897
555 603 -733
618 274 485
372 29 -595
158 311 307
925 740 919
714 299 765
367 455 -759
215 919 -685
317 847 -690
384 670 458
987 567 365
262 187 984
643 672 -292
954 430 866
46 89 -209
345 361 858
153 126 -775
424 368 -208
623 35 110
294 345 -506
213 155 834
400 521 448
425 857 91
855 565 -603
944 431 -556
305 223 141
784 81 -354
152 306 422
187 98 46
884 560 -660
392 407 905
265 241 658
122 41 83
39 484 290
470 233 586
45 677 -756
126 171 28
784 169 -468
235 592 71
795 638 307
554 330 -301
147 235 -36
188 245 -562
672 680 477
906 970 948
935 909 345
458 153 -176
628 181 -392
572 65 -805
210 136 -657
892 443 897
479 495 45
725 811 585
405 250 -390
728 79 -484
637 27 -197
790 725 -386
323 549 -758
740 509 814
876 705 -624
671 48 -732
166 297 747
330 694 -528
580 280 -770
659 890 958
39 758 947
764 913 -911
665 527 764
174 121 504
879 287 -268
279 663 -597
929 283 922
623 31 -748
255 855 -816
497 437 195
255 395 234
521 694 -650
400 783 15
522 899 -810
161 403 -579
825 135 701
460 891 -18
843 165 -395
699 417 -139
136 953 -642
884 148 966
578 383 -161
714 85 239
613 453 761
369 643 275
856 416 100
747 469 -88
264 451 756
681 57 -545
986 270 943
135 980 827
870 298 -242
955 137 -176
408 377 789
403 490 510
820 765 -633
289 217 466
93 130 -269
502 238 -236
772 693 751
104 988 238
403 168 -892
892 278 63
621 102 824
112 243 -421
229 754 399
799 473 41
281 939 -514
519 670 988
212 787 112
552 890 -784
720 128 971
998 236 -136
452 651 -515
48 827 -51
802 407 179
275 158 -22
566 199 259
589 685 778
376 25 342
618 137 -754
746 354 967
982 325 -683
985 541 -878
813 27 170
220 976 324
378 507 -49
930 837 869
967 448 -542
993 578 -814
130 920 -196
836 519 550
514 486 -116
55 155 -778
434 629 35
763 151 -393
270 827 -663
460 130 619
908 0 -61
487 458 -716
759 997 -234
278 801 -397
116 704 -531
624 940 -476
253 162 -689
405 549 -926
232 508 696
363 198 -844
715 169 417
173 108 -96
170 744 15
324 511 294
380 466 -590
320 935 34
835 811 640
736 122 45
597 196 629
795 245 -656
964 753 59
425 170 -415
169 426 107
680 442 783
146 88 -837
433 498 836
245 885 -329
367 877 -241
916 274 -644
161 903 -497
914 600 -532
437 11 -755
863 596 414
305 56 447
393 839 -407
244 3 -621
481 839 -376
358 862 -657
632 973 611
887 330 772
839 833 -961
851 653 476
447 898 691
503 665 349
343 112 -906
698 57 -310
889 436 -829
751 412 -119
76 756 865
406 367 105
592 492 -56
597 883 -205
848 711 595
513 402 -550
625 751 -207
682 198 843
119 888 -268
531 412 -165
639 293 -88
7 511 670
851 968 262
734 912 -140
445 60 60
199 655 -427
303 105 198
501 251 -768
389 94 351
153 179 -765
799 14 -126
310 926 233
278 597 436
542 211 170
602 423 -33
257 483 -833
715 56 -178
966 606 -677
412 839 -936
591 190 -782
606 777 -983
884 4 679
481 589 -691
45 26 -149
468 548 -546
952 516 63
8 35 130
615 857 448
454 532 861
996 596 804
126 166 762
130 535 -353
71 214 -520
97 523 -475
998 375 994
866 181 946
901 244 306
110 727 273
642 175 -921
590 36 428
109 841 554
644 603 -964
859 602 -541
734 83 909
109 608 907
642 954 773
239 252 -974
966 559 136
141 184 -870
530 264 72
723 692 -819
326 598 826
281 986 -963
364 445 -229
324 354 233
631 261 875
883 386 -534
794 412 432
979 900 -426
595 382 -896
287 455 827
237 636 505
223 814 -862
668 851 854
375 975 179
636 208 -190
375 435 45
787 902 -160
40 334 -829
422 260 -234
877 716 -595
866 895 -358
680 753 -783
884 891 237
859 746 612
67 277 601
502 439 -24
756 484 -885
91 676 -845
351 847 578
420 613 807
315 18 -327
68 660 -294
312 229 590
58 467 -199
335 79 -132
126 680 -278
610 8 -521
287 124 922
486 631 625
100 209 -955
118 369 713
131 394 781
360 100 93
827 42 503
259 195 -810
291 63 -684
300 138 279
776 969 566
407 891 -948
969 868 504
338 914 975
732 979 -894
185 760 -182
579 206 -2
775 61 -743
190 252 -100
680 568 552
649 847 -672
892 765 -912
113 170 -943
379 26 -253
358 1 -521
118 459 16
676 278 948
738 276 -925
342 885 -735
262 785 -702
462 338 947
227 18 -808
749 106 -695
128 163 -316
129 910 42
589 742 512
219 110 541
495 58 -721
732 133 -27
517 751 235
207 49 -303
226 348 277
332 892 26
848 197 -494
110 233 -364
852 627 -423
315 492 -204
373 33 -357
859 664 -625
962 637 244
11 872 -196
711 922 30
604 199 -286
153 577 914
387 84 25
366 720 229
858 649 544
243 445 -730
259 88 129
248 815 91
473 59 -546
395 863 165
594 245 769
171 312 -77
607 226 662
327 603 380
328 833 591
773 729 834
213 999 446
28 480 -306
440 923 167
655 377 562
901 895 508
565 664 680
143 939 287
747 953 -33
932 334 295
661 925 421
13 111 986
493 557 15
417 604 -193
146 771 462
41 686 -285
58 194 280
349 226 776
303 514 -477
989 833 807
266 480 -180
377 901 833
287 240 -321
243 255 -552
14 414 946
52 876 -660
247 944 398
473 576 99
339 352 -598
524 227 743
5 34 -991
258 207 387
498 392 -974
105 423 -731
519 871 635
748 818 688
692 158 -713
268 908 112
621 359 452
200 762 328
235 857 333
794 867 592
186 606 -558
610 984 -452
833 253 67
3 240 -833
513 280 859
773 567 -520
133 32 101
247 836 301
104 164 -112
971 498 34
929 442 573
913 884 183
518 432 368
759 852 372
391 371 -763
959 231 11
343 711 144
179 164 391
343 817 847
841 58 -829
635 92 -900
520 665 -634
304 200 -116
508 569 995
880 293 739
463 530 -950
526 893 -607
690 37 -428
859 780 915
917 980 -891
362 151 96
27 603 -384
580 969 -727
501 206 133
794 553 365
676 292 -172
570 342 -646
959 87 396
92 659 256
72 927 525
575 36 -113
178 132 267
500 101 847
58 726 -300
611 859 -506
256 577 -478
950 405 444
38 112 -244
697 860 848
976 116 272
364 994 -153
849 233 377
950 500 -123
28 699 -65
239 399 899
816 245 507
222 120 457
686 564 -153
546 672 545
15 520 -127
361 144 -762
594 991 87
95 369 -611
146 598 -583
898 886 -344
495 785 -527
615 292 47
532 749 85
204 597 983
77 494 -2
221 719 -641
565 957 -46
286 44 -599
236 433 -101
122 202 149
907 859 645
199 684 612
301 83 -856
250 520 -299
96 503 130
815 502 -297
773 213 -732
169 519 906
603 272 -857
805 524 -735
16 673 -827
52 318 724
487 931 -623
7 427 -21
511 480 427
365 610 -757
930 314 -632
450 934 -111
74 193 844
598 336 -998
272 953 -982
942 478 423
225 203 -90
653 932 918
485 264 -219
96 691 -502
762 286 428
48 654 230
241 896 -695
577 740 -745
531 742 879
9 113 -178
564 536 47
849 798 52
113 716 538
156 849 986
443 347 -252
449 128 -204
345 358 -962
86 15 -33
828 271 850
941 150 212
829 324 128
628 724 977
696 776 442
546 666 -401
245 652 -958
373 400 -157
732 549 189
747 939 275
370 906 455
873 109 749
549 321 578
273 801 -794
402 131 -745
68 573 801
721 524 -602
473 918 -228
22 762 -144
961 303 -45
220 578 678
681 385 -449
354 134 452
155 65 -274
286 623 -872
212 878 196
736 31 -731
7 782 743
769 554 -235
72 762 -921
2 69 -349
739 747 -668
226 650 38
291 103 193
266 829 480
145 309 692
528 857 -220
310 127 -213
216 870 -92
330 987 -668
400 418 -666
147 421 426
798 105 -348
253 143 -705
82 337 -439
743 169 -942
600 861 -413
79 993 249
301 781 -182
641 41 -852
411 374 -100
833 60 -952
938 486 198
82 138 451
419 433 885
588 347 -372
801 405 580
146 344 12
279 594 -687
321 764 306
695 264 718
107 165 -449
594 213 -159
84 763 -77
870 214 -306
217 99 634
622 79 787
967 11 934
913 23 213
29 689 -466
293 995 -419
458 65 689
23 616 635
138 458 -281
352 733 941
803 428 158
234 414 133
246 202 -548
269 136 -283
310 701 -254
306 588 391
371 521 202
340 210 -775
150 197 -284
883 269 68
663 210 -776
78 721 -542
632 854 704
120 658 326
821 375 636
409 473 -706
931 864 -334
493 66 -642
43 644 508
312 360 743
522 780 407
595 4 -163
801 463 469
459 519 589
186 845 -238
659 834 524
524 128 -193
942 794 -348
586 504 -305
946 12 -993
79 108 -118
83 867 -171
898 704 -369
418 525 442
615 466 629
449 580 -712
578 104 164
372 263 107
229 916 45
593 611 344
701 971 423
568 205 506
624 34 -595
501 665 -825
967 108 790
548 737 240
4 377 -182
268 894 542
184 353 771
147 398 365
470 94 -582
675 517 -661
710 376 963
375 133 465
835 660 -216
924 450 -316
654 690 -311
548 860 -691
253 403 493
3 526 992
98 243 463
967 662 138
695 353 -800
180 316 -72
840 133 -237
643 270 -960
685 954 -306
546 995 -406
301 304 -153
827 149 202
423 142 -700
437 957 -380
790 447 315
458 648 848
592 576 688
862 691 331
168 83 -983
164 129 -85
468 723 216
618 922 395
112 125 -182
69 777 -745
516 397 -955
164 65 -496
92 913 448
136 953 662
219 637 830
701 6 346
424 921 815
699 137 785
176 532 -103
953 703 318
703 958 834
120 356 351
33 860 -205
338 660 283
975 322 -145
981 504 -444
902 203 332
391 370 -969
276 155 -441
979 404 -487
937 722 568
645 556 -312
505 259 -927
517 55 411
839 338 -261
696 193 720
899 101 975
269 434 -282
776 465 -6
180 25 973
902 890 -737
498 908 -578
571 766 -523
334 283 -833
73 475 -287
146 171 814
121 422 -752
839 691 66
186 819 -557
159 999 -315
774 253 -505
35 415 -7
801 837 916
436 666 -750
911 186 676
434 251 -178
208 65 -705
251 666 -866
70 84 320
421 527 -168
674 212 -42
442 707 -7
279 52 146
298 968 -65
484 570 198
735 246 -15
152 420 -807
170 715 -555
254 202 -133
781 874 -711
345 58 -685
404 17 757
808 362 37
128 509 687
699 796 171
297 994 258
70 979 410
785 525 -67
339 970 -813
214 837 -679
272 478 -982
641 794 423
4 551 -769
865 940 -640
661 627 -589
655 150 -940
987 408 -870
512 171 268
834 104 607
23 643 -179
502 964 -554
296 983 87
199 758 -909
140 341 -44
119 701 -31
270 464 -23
30 525 964
553 7 -172
9 275 662
653 883 685
617 56 539
952 854 -165
710 942 -613
52 385 -473
105 694 998
570 663 620
447 640 3
454 956 556
82 784 -434
317 798 -429
373 836 540
228 375 493
522 211 -445
907 950 -393
601 829 65
617 827 987
609 448 434
566 803 -760
702 359 322
853 277 -361
689 848 365
64 741 945
627 234 467
577 789 -274
406 749 -320
586 814 -703
386 801 258
189 587 176
548 827 231
178 502 84
378 493 -227
119 858 -811
353 803 817
495 622 -254
596 701 153
762 381 739
563 30 -875
502 288 314
681 465 214
183 48 -256
677 132 -877
887 257 242
43 446 948
665 615 -205
718 362 -609
99 515 -847
481 606 -932
770 83 922
587 749 603
635 315 139
119 60 -184
376 183 55
822 425 98
438 725 116
152 520 834
19 263 -714
625 768 -233
60 188 -111
809 110 476
476 714 -537
536 853 -418
719 21 310
497 76 -515
574 527 -725
447 995 427
710 181 446
479 467 -577
667 235 -517
778 124 644
844 953 120
697 768 -991
70 703 -920
498 13 -423
25 498 -496
20 773 951
202 552 661
21 998 -508
608 773 -488
733 608 642
38 252 486
806 725 535
509 86 -43
875 166 -545
373 96 833
499 600 -795
51 551 759
402 564 -219
527 409 -611
136 921 474
740 563 512
817 401 671
903 288 -468
70 245 407
166 700 133
118 885 632
21 91 35
585 850 -211

1000 1000
994 631 317
267 373 453
182 847 545
583 712 -637
223 383 -734
468 267 336
521 675 -146
406 808 324
497 792 -655
700 179 -717
331 969 629
704 638 249
904 443 -569
616 988 15
970 590 -382
306 59 -355
513 932 805
189 690 -51
535 188 129
170 240 -550
799 571 440
48 628 883
832 532 -777
199 500 -73
789 851 897
200 821 -445
132 467 -932
823 624 610
363 574 145
603 703 667
526 153 818
154 945 219
38 828 51
538 51 -750
741 978 39
563 227 -760
382 783 724
6 203 547
580 813 -738
283 310 -783
788 977 744
733 796 -750
913 15 -711
317 66 179
647 668 -79
875 707 -516
658 299 -134
861 24 872
675 923 -195
985 538 -560
315 755 581
111 499 666
478 102 -420
896 743 249
564 922 896
623 843 -229
923 679 -219
299 545 643
222 770 670
760 927 -993
868 367 -678
719 948 -215
821 615 -737
564 547 -841
487 796 75
682 44 699
362 816 -378
259 949 -727
381 592 495
308 614 608
676 974 -524
976 296 -453
943 434 369
490 49 933
638 561 772
683 636 455
851 335 817
800 309 -572
745 582 -190
711 430 -882
685 390 -206
334 218 123
768 765 -934
169 134 -91
730 420 -101
367 544 934
54 999 -215
716 168 -62
650 597 -965
80 407 746
822 877 -568
40 24 118
158 147 886
292 565 -593
64 474 -862
961 726 -143
960 660 -737
481 798 -21
430 88 982
189 123 -586
66 869 -763
90 653 -723
237 123 787
803 9 432
629 417 496
707 907 -543
368 764 770
518 379 603
606 359 -615
729 693 -426
950 107 -360
956 344 731
79 974 320
441 761 475
210 193 457
117 42 -836
233 851 884
612 973 402
323 576 -992
16 961 -911
124 887 40
468 528 -652
794 611 -573
556 931 -780
101 759 430
143 216 -101
995 732 132
968 617 97
545 371 420
858 380 -211
746 821 -87
626 213 -267
237 561 -120
520 341 -564
631 561 537
199 344 681
932 243 -972
549 728 996
272 177 893
652 949 -896
474 738 202
39 3 828
601 89 -583
942 969 937
855 405 -79
199 294 -880
795 327 -948
875 355 -47
52 704 -774
1 949 -770
92 53 56
95 255 -904
536 435 697
505 852 -9
262 142 -802
557 63 -602
236 183 545
944 588 -580
0 893 -176
949 119 -823
355 702 269
962 758 717
398 854 -747
250 903 759
744 246 373
807 445 930
343 195 -481
283 92 -537
176 864 -185
296 688 -236
998 217 119
108 839 82
315 556 -168
218 161 -918
817 272 -821
262 646 -14
809 928 681
901 447 964
765 262 141
805 77 789
22 194 -861
861 665 247
769 747 562
931 579 133
203 14 -50
201 545 564
130 531 373
929 565 -374
544 881 391
973 374 196
167 163 -430
833 654 -568
932 902 201
864 816 484
230 301 -312
775 603 241
658 519 -277
575 244 -995
457 870 549
831 613 -126
347 161 -606
1 732 227
255 164 511
424 717 727
77 202 -691
681 242 436
200 483 -905
445 559 22
667 564 479
281 113 663
442 339 362
174 733 -637
690 312 -29
760 824 -253
962 903 -176
556 213 -143
391 649 -942
950 96 -145
514 119 522
979 950 803
319 613 598
52 975 124
365 691 167
541 14 -73
444 761 -759
9 937 797
11 795 188
107 853 139
578 60 -995
529 582 -15
142 738 656
470 688 -940
513 812 425
527 979 -682
640 906 -885
577 147 124
372 296 135
577 485 -405
637 976 -827
572 981 702
662 318 197
350 326 667
514 387 -468
494 164 -941
752 483 -949
252 598 -372
548 74 353
33 562 930
361 157 920
695 330 -508
365 385 -846
692 582 -144
431 601 370
595 133 216
430 544 -31
380 595 221
455 575 769
17 928 -845
526 211 868
208 131 -437
593 975 -719
527 481 973
128 337 -596
613 59 351
509 276 -218
456 245 162
32 818 617
312 939 986
875 446 -488
358 315 -927
333 230 666
814 511 194
503 836 -326
915 592 -360
191 944 149
788 726 -42
958 240 -658
897 858 6
696 196 -118
363 61 -760
593 134 574
457 152 740
645 698 596
238 725 -489
182 365 702
908 866 -158
148 824 -200
358 166 -951
907 173 -255
968 407 108
454 647 -946
606 573 863
305 666 -492
30 262 -254
747 773 928
613 827 188
790 21 689
308 821 399
833 870 -694
240 968 626
240 76 80
813 482 39
831 345 -656
93 854 -274
218 952 -175
397 881 438
418 421 -420
239 110 889
462 862 74
430 168 -333
858 147 -93
341 227 -928
38 618 904
244 962 -651
197 40 568
78 865 965
499 656 -616
962 236 975
824 477 -211
344 904 219
491 571 430
71 478 -229
689 902 -839
4 806 406
396 156 603
262 724 33
270 41 -468
858 777 -154
688 105 22
592 894 367
163 114 -790
993 544 -719
895 667 323
54 828 327
210 234 -925
286 189 337
679 222 959
457 107 818
914 953 506
808 328 -902
274 695 -387
818 257 958
837 891 853
18 214 259
604 893 469
794 968 107
16 658 787
475 617 -404
429 435 510
109 941 670
156 391 945
413 4 -885
304 314 -47
870 168 323
115 427 927
84 249 73
94 708 90
711 847 565
499 795 346
792 657 807
184 328 963
540 273 -623
855 388 -967
375 693 904
154 16 -981
755 944 -545
464 369 -451
311 459 -387
107 377 -888
764 75 -96
92 883 440
717 198 -667
106 575 540
151 961 -85
